"","region","total","invalid","valid","Baburin","Grudinin","Zhirinovsky","Putin","Sobchak","Suraikin","Titov","Yavlinsky","turnout","turnout_perc","Baburin_perc","Grudinin_perc","Zhirinovsky_perc","Putin_perc","Sobchak_perc","Suraikin_perc","Titov_perc","Yavlinsky_perc"
"62","Республика Тыва",175102,1160,162780,406,5762,2809,150795,1779,439,339,451,163940,93.6254297495174,0.247651579846285,3.51470050018299,1.71343174332073,91.981822618031,1.08515310479444,0.267780895449555,0.206782969379041,0.275100646578016
"63","Республика Хакасия",372528,2986,242262,1567,45276,17610,169615,3372,1593,1624,1605,245248,65.8334407078126,0.638945067849687,18.4613126304802,7.18048669102297,69.1606047755741,1.37493475991649,0.649546581419624,0.662186847599165,0.654439587682672
"64","Ростовская область",3210796,18200,2060086,11741,236287,106905,1641189,23036,14121,13046,13761,2078286,64.7280612035146,0.564936683401611,11.3693206805993,5.14390223482235,78.9683902985441,1.10841337525249,0.679454127102814,0.627728811145338,0.662132160828683
"65","Рязанская область",922884,5756,595320,4094,76023,37091,458882,7777,3731,3654,4068,601076,65.1301788740514,0.681111872708277,12.6478182459456,6.17076709101678,76.3434241260672,1.2938463688452,0.62072017515256,0.607909815064983,0.676786296574809
"66","Самарская область",2436024,21460,1607036,10805,189314,98007,1234759,32392,11543,12324,17892,1628496,66.8505729007596,0.663495642605201,11.6250822845128,6.01825242432281,75.8220468456785,1.98907458169992,0.708813531012664,0.75677189259292,1.09868246529313
"67","Саратовская область",1896735,10736,1249794,7436,148585,66254,987373,15067,8326,7485,9268,1260530,66.4578868423897,0.589910593163193,11.7875020824574,5.2560430929847,78.3299881795753,1.19529086971353,0.660515814776324,0.593797846937399,0.735246285292694
"68","Сахалинская область",374297,3942,225113,1586,41201,20075,153289,3874,1496,1654,1938,229055,61.1960555387834,0.692410119840213,17.9873829429613,8.76427059003296,66.9223548929296,1.6912968501015,0.653118246709306,0.722097312872454,0.846085001418873
"69","Свердловская область",3345221,27282,2057881,15154,241365,141683,1555532,44258,13317,19428,27144,2085163,62.3325932726119,0.726753735799072,11.5753540610494,6.79481652033918,74.6000192790683,2.12251991810712,0.638655107538356,0.931725721202611,1.3017687346265
"70","Смоленская область",773021,5399,467971,3894,62351,36894,347859,6724,3519,3304,3426,473370,61.2363700339318,0.822612332847455,13.171726133891,7.79390328918182,73.4856454781672,1.4204533451634,0.743393117434565,0.697974100597841,0.723746752012168
"71","Ставропольский край",1882304,13559,1375018,7593,157345,58778,1118523,11656,8008,6985,6130,1388577,73.7700711468498,0.546818793628297,11.3313845757203,4.23296655496958,80.5517446997898,0.83942050026754,0.5767055049882,0.503032961081741,0.441459134063145
"72","Тамбовская область",840040,5652,599339,3137,55183,31418,494966,5311,3593,2521,3210,604991,72.0193086043522,0.518520110216516,9.12129271344532,5.19313510448916,81.8137790479528,0.877864298807751,0.59389313229453,0.416700413725163,0.530586405417601
"73","Тверская область",1070221,6027,609914,4718,77050,43421,459198,10144,4902,4846,5635,615941,57.5526923878339,0.765982456111868,12.5093150155616,7.04953883570017,74.5522704284988,1.64691098660424,0.795855447193806,0.786763667299303,0.914860351884353
"74","Территория за пределами РФ",483957,5801,468565,2010,23871,8224,403306,19203,1439,3079,7433,474366,98.0182123618421,0.423723454041816,5.03219033404586,1.73368243086562,85.0200056496461,4.04814004376368,0.303352263863768,0.649076873131717,1.56693354920041
"75","Томская область",778244,5307,455621,2976,70163,31466,328296,10091,2757,3986,5886,460928,59.22666927082,0.645653985004165,15.2221171202444,6.82666273257428,71.225006942516,2.18927901971675,0.598141141349625,0.864777145237434,1.27698903082477
"76","Тульская область",1194044,8333,810045,5692,77552,48748,648117,11689,5379,5331,7537,818378,68.5383453206079,0.695522118141006,9.47630557028659,5.95666061404388,79.1953107243841,1.42831307781979,0.657275733218635,0.651410472911051,0.920968061213767
"77","Тюменская область",1068796,7152,835946,4543,69294,64367,672385,11723,4249,4577,4808,843098,78.8829673763749,0.538846017900647,8.21897335778284,7.63458103328439,79.7517014629379,1.39046706314094,0.503974626911699,0.542878763797328,0.570277713860073
"78","Удмуртская Республика",1185303,9308,740570,4958,84981,50859,571623,11518,5301,6188,5142,749878,63.2646673466616,0.661174217672741,11.3326434433334,6.78230325466276,76.2287998847813,1.53598318659835,0.706914991505285,0.825200899346294,0.685711542410899
"79","Ульяновская область",1000022,7023,636125,3972,94809,40028,477654,7146,4752,4197,3567,643148,64.3133851055277,0.617587242749725,14.7413970034891,6.22376187129557,74.2681311300043,1.11109729020381,0.738865704316891,0.652571414355638,0.554615733859081
"80","Хабаровский край",1009776,10969,637273,4612,119389,60414,426385,11199,4485,5354,5435,648242,64.1966139024893,0.711462694487553,18.4173503105322,9.3196676549807,65.7755899802851,1.72759555844885,0.691871245615064,0.825926120183512,0.838421453716359
"81","Ханты-Мансийский автономный округ - Югра",1130343,10824,777076,3916,94785,53569,600404,10884,4095,4363,5060,787900,69.7045056235143,0.4970173879934,12.0300799593857,6.79895925878919,76.2030714557685,1.38139357786521,0.519736007107501,0.553750475948724,0.642213478867877
"82","Челябинская область",2632596,27234,1720417,13468,227134,121670,1275822,31326,13243,16181,21573,1747651,66.3850814937043,0.770634411561576,12.9965307718761,6.96191630937756,73.002103966982,1.79246314052405,0.757759987549001,0.925871355322087,1.23439977432565
"83","Чеченская Республика",709635,2497,646885,7679,30012,1631,593806,3531,2093,3285,4848,649382,91.5092970329817,1.1825089084699,4.62162486795138,0.251161873904728,91.4417091942801,0.543747747858733,0.322306439045123,0.505865576809952,0.746555956278431
"84","Чувашская Республика - Чувашия",915114,9763,687651,3710,85780,36890,539036,9500,4907,3950,3878,697414,76.2106141967012,0.531965231555432,12.2997244104649,5.28954107603231,77.2906766999229,1.36217512123359,0.703599296830864,0.566378076723438,0.556054223173036
"85","Чукотский автономный округ",33541,293,27298,115,1616,2018,22709,358,142,180,160,27591,82.2605169792195,0.416802580551629,5.85698234931681,7.31397919611468,82.3058243630169,1.29752455510855,0.51466057772462,0.652386647819941,0.579899242506615
"86","Ямало-Ненецкий автономный округ",370823,2616,338067,1052,19488,19409,291409,2394,1794,1154,1367,340683,91.8721330661798,0.308791457161056,5.72027368550823,5.69708497342104,85.536701273618,0.702706034642175,0.526589233979976,0.33873131327363,0.40125277750871
"87","Ярославская область",1026447,6636,651304,5329,85256,49621,472666,15607,4377,6710,11738,657940,64.0987795765393,0.80995227528346,12.9580204881904,7.5418731191294,71.8402893880901,2.372100799465,0.66525823023376,1.0198498343314,1.78405325713591
